user_id,game_id,rate
27,95,1
27,61,1
27,202,1
27,263,1
27,264,1
27,265,1
27,168,1
28,266,5
28,267,2
28,268,1
29,22,1
30,22,1
31,22,1
32,1,5
32,32,5
32,25,3
32,94,2
32,269,1
32,117,1
32,132,1
32,270,1
32,271,1
33,22,1
34,68,5
34,272,2
35,10,5
36,273,2
36,274,1
37,62,2
38,22,1
39,274,5
39,275,5
39,273,5
39,276,2
39,237,1
39,234,1
39,277,1
39,9,1
39,278,1
39,279,1
39,280,1
40,40,5
40,241,1
40,25,1
40,281,1
40,10,1
40,282,1
40,283,1
40,284,1
40,220,1
40,285,1
41,22,1
42,274,5
43,1,5
43,286,3
44,287,5
44,288,2
44,289,2
44,290,2
44,291,2
44,292,1
44,293,1
44,294,1
44,295,1
44,63,1
44,296,1
44,297,1
44,298,1
44,121,1
44,299,1
44,300,1
44,224,1
44,165,1
44,301,1
44,302,1
44,303,1
44,304,1
44,305,1
44,306,1
44,307,1
44,308,1
44,309,1
44,310,1
44,311,1
44,312,1
44,313,1
44,314,1
44,315,1
44,316,1
44,317,1
44,318,1
44,319,1
44,320,1
44,186,1
44,321,1
44,212,1
44,322,1
44,323,1
44,324,1
44,325,1
44,326,1
44,327,1
44,328,1
44,329,1
44,257,1
44,83,1
44,330,1
44,10,1
44,261,1
44,331,1
44,38,1
44,168,1
44,264,1
44,332,1
44,36,1
44,333,1
44,191,1
44,334,1
44,335,1
44,336,1
44,265,1
44,337,1
44,338,1
45,22,5
46,22,2
47,10,1
47,339,1
47,340,1
48,10,5
48,55,5
48,5,5
48,1,5
48,308,5
48,16,5
48,341,5
48,342,5
48,343,5
48,47,5
48,344,5
48,345,5
48,218,5
48,261,4
48,9,4
48,52,4
48,346,4
48,347,3
48,348,3
48,349,3
48,350,2
48,75,2
48,74,2
48,351,2
48,352,2
48,353,2
48,354,2
48,355,2
48,356,2
48,63,2
48,234,2
48,100,2
48,159,2
48,357,2
48,213,2
48,358,2
48,359,2
48,360,2
48,361,2
48,362,2
48,363,2
48,11,2
48,364,2
48,78,2
48,365,2
48,23,2
48,366,2
48,150,1
48,367,1
48,368,1
48,369,1
48,370,1
48,371,1
48,372,1
48,373,1
48,60,1
48,374,1
48,375,1
48,376,1
48,377,1
48,378,1
48,97,1
48,204,1
48,38,1
48,233,1
48,379,1
48,380,1
48,381,1
48,291,1
48,382,1
48,383,1
48,109,1
48,384,1
48,385,1
48,318,1
48,386,1
48,387,1
48,70,1
48,388,1
48,389,1
48,390,1
48,391,1
48,232,1
48,309,1
48,237,1
48,392,1
48,136,1
48,393,1
48,394,1
48,132,1
48,395,1
48,396,1
48,397,1
48,398,1
48,399,1
48,335,1
48,400,1
48,168,1
48,401,1
48,176,1
48,402,1
48,403,1
48,404,1
48,405,1
48,50,1
48,40,1
48,406,1
48,407,1
48,330,1
48,408,1
48,409,1
48,410,1
48,411,1
48,412,1
48,413,1
48,414,1
48,415,1
48,416,1
48,121,1
48,417,1
48,319,1
48,418,1
48,419,1
48,329,1
48,310,1
48,333,1
48,288,1
48,420,1
48,421,1
48,422,1
48,423,1
48,424,1
48,425,1
48,426,1
48,427,1
48,332,1
48,90,1
48,428,1
48,107,1
48,429,1
48,242,1
48,430,1
48,431,1
48,316,1
48,432,1
48,433,1
48,434,1
48,435,1
48,236,1
48,436,1
48,437,1
48,438,1
48,22,1
48,439,1
48,210,1
48,304,1
48,296,1
48,440,1
48,441,1
48,442,1
48,443,1
48,444,1
48,445,1
48,446,1
48,447,1
48,448,1
48,449,1
48,265,1
48,200,1
48,450,1
48,25,1
48,451,1
48,452,1
48,453,1
48,122,1
48,174,1
48,454,1
48,455,1
48,241,1
48,456,1
48,457,1
48,165,1
48,321,1
48,458,1
48,459,1
48,460,1
48,461,1
48,462,1
48,463,1
48,464,1
48,465,1
48,466,1
48,467,1
48,235,1
48,222,1
48,468,1
48,469,1
48,470,1
48,4,1
48,471,1
48,41,1
48,472,1
48,302,1
48,473,1
49,22,5
50,22,5
51,22,1
51,241,1
52,40,5
52,274,5
52,9,5
52,474,5
52,10,5
52,475,2
52,1,2
52,235,2
52,155,2
52,476,2
52,5,2
52,477,2
52,478,1
52,479,1
52,63,1
52,22,1
52,242,1
52,342,1
52,480,1
52,481,1
52,482,1
53,22,5
54,278,2
54,10,1
54,22,1
55,22,5
55,483,1
55,484,1
55,485,1
55,486,1
55,487,1
55,488,1
55,267,1
55,489,1
55,490,1
55,284,1
55,491,1
56,22,1
57,22,1
58,135,1
59,274,1
60,25,5
60,10,2
60,492,2
60,241,1
60,148,1
60,40,1
60,251,1
60,24,1
60,52,1
60,285,1
60,22,1
61,22,5
61,40,5
61,285,1
61,493,1
61,489,1
61,494,1
61,487,1
61,495,1
61,496,1
62,10,1
63,22,1
64,40,5
64,475,1
65,122,1
66,22,1
67,10,1
68,247,4
68,22,1
69,22,1
70,282,1
71,47,5
72,10,2
73,22,1
74,22,1
75,22,1
76,22,1
77,255,1
78,232,5
78,235,5
78,233,2
78,148,2
78,5,1
79,74,5
79,497,1
79,498,1
80,22,1
81,40,1
81,499,1
82,40,5
82,105,1
82,10,1
83,22,5
84,10,2
84,236,2
84,357,1
85,239,5
85,500,1
86,235,1
86,478,1
86,10,1
86,501,1
86,274,1
87,40,5
87,77,5
87,285,5
87,281,5
87,47,2
87,249,2
87,502,2
87,503,2
87,475,1
87,134,1
87,504,1
87,148,1
87,505,1
87,10,1
87,506,1
87,450,1
87,507,1
87,60,1
87,24,1
87,508,1
87,509,1
88,22,5
89,274,5
89,285,2
89,241,1
89,5,1
89,510,1
89,22,1
89,511,1
89,512,1
89,513,1
89,514,1
89,515,1
89,148,1
89,495,1
90,22,5
91,516,5
91,517,2
91,518,1
91,519,1
92,22,5
93,476,1
93,520,1
93,521,1
93,20,1
93,522,1
93,523,1
94,524,5
95,22,1
96,130,1
96,319,1
96,236,1
97,525,5
97,526,5
97,77,5
97,527,2
97,133,2
97,528,1
97,475,1
97,529,1
97,20,1
97,5,1
97,476,1
97,68,1
97,339,1
97,530,1
97,531,1
97,255,1
97,285,1
97,116,1
97,220,1
97,85,1
97,532,1
97,533,1
97,7,1
98,241,1
99,22,1
100,22,1
101,534,5
101,29,5
101,535,5
101,536,5
101,537,4
101,538,4
101,364,4
101,539,2
101,155,2
101,64,1
101,1,1
101,85,1
101,197,1
101,353,1
101,14,1
101,540,1
101,468,1
101,369,1
101,541,1
101,542,1
101,543,1
101,544,1
101,545,1
101,546,1
101,453,1
101,295,1
101,547,1
101,548,1
101,532,1
101,262,1
101,549,1
101,550,1
101,551,1
101,552,1
101,533,1
101,553,1
101,308,1
101,554,1
101,555,1
101,9,1
101,556,1
101,557,1
101,63,1
101,558,1
101,57,1
101,38,1
101,5,1
101,559,1
101,560,1
101,142,1
101,61,1
101,561,1
101,562,1
101,563,1
101,564,1
101,58,1
101,522,1
101,565,1
101,566,1
101,567,1
101,568,1
101,261,1
102,22,5
102,241,1
103,22,5
103,40,5
103,278,5
103,76,1
103,495,1
103,251,1
103,488,1
103,10,1
103,476,1
103,249,1
103,569,1
103,570,1
104,22,1
105,273,5
105,274,5
105,571,1
105,482,1
106,241,1
107,40,2
107,572,1
107,573,1
107,574,1
108,22,5
109,25,1
110,22,5
110,40,5
111,517,1
112,10,1
113,22,1
114,24,5
114,241,2
114,10,2
114,285,1
114,575,1
114,576,1
115,22,1
115,197,1
115,577,1
115,578,1
115,579,1
116,65,2
117,235,2
118,22,5
118,274,1
119,557,1
120,492,1
120,339,1
121,22,1
122,74,1
123,274,5
123,580,1
123,581,1
124,240,5
125,232,5
125,234,5
125,505,2
125,582,2
125,254,2
125,233,2
125,237,1
125,583,1
125,584,1
125,585,1
126,275,5
126,37,5
126,239,5
126,586,5
126,524,5
126,342,5
126,587,5
126,588,5
126,517,5
126,589,5
126,502,4
126,590,3
126,249,2
126,29,2
126,591,2
126,134,2
126,48,2
126,592,2
126,506,2
126,593,2
126,285,2
126,500,2
126,529,2
126,519,1
126,136,1
126,235,1
126,594,1
126,83,1
126,25,1
126,595,1
126,46,1
126,24,1
126,36,1
126,596,1
126,504,1
126,552,1
126,597,1
126,78,1
126,598,1
126,40,1
126,546,1
126,599,1
126,600,1
126,601,1
126,266,1
126,148,1
126,602,1
126,603,1
126,473,1
126,121,1
126,10,1
126,492,1
126,536,1
126,604,1
126,605,1
126,606,1
126,607,1
126,608,1
126,31,1
126,609,1
126,610,1
126,251,1
126,611,1
126,204,1
127,22,1
128,241,1
129,22,5
130,10,1
131,204,5
131,536,5
131,29,5
131,136,5
131,412,3
131,612,1
131,244,1
131,504,1
131,613,1
131,283,1
131,5,1
131,78,1
131,411,1
131,409,1
131,121,1
131,614,1
132,22,1
133,584,1
133,582,1
134,615,1
135,2,5
135,616,2
135,617,2
135,618,1
135,619,1
136,620,5
136,240,5
136,55,3
136,621,1
136,622,1
137,623,5
137,552,5
137,562,2
138,10,1
139,624,1
140,10,1
141,10,1
142,22,1
143,592,1
144,1,5
144,29,5
144,136,4
144,53,2
144,84,2
144,431,2
144,231,2
144,155,2
144,223,2
144,625,2
144,241,2
144,22,2
144,236,1
144,269,1
144,626,1
144,342,1
144,63,1
144,19,1
144,627,1
144,132,1
144,61,1
144,628,1
144,34,1
144,261,1
144,174,1
144,116,1
144,202,1
145,235,5
145,581,5
145,541,5
145,9,2
145,242,2
145,583,2
145,629,1
145,121,1
145,238,1
145,178,1
146,283,5
146,249,5
146,630,2
146,11,2
146,631,1
146,632,1
146,22,1
146,243,1
146,624,1
146,24,1
146,633,1
146,634,1
146,635,1
146,636,1
146,637,1
147,40,5
147,241,1
147,638,1
148,22,1
149,639,5
150,1,5
151,640,2
151,142,1
151,71,1
152,22,1
153,25,5
153,40,5
153,641,1
153,642,1
153,523,1
153,643,1
153,644,1
154,235,5
154,274,1
155,275,5
155,40,5
155,10,5
155,1,5
155,645,4
155,65,2
155,247,1
155,241,1
155,92,1
155,5,1
155,244,1
155,357,1
155,646,1
155,55,1
155,647,1
155,63,1
155,254,1
155,342,1
156,133,5
156,92,4
156,648,4
156,541,4
156,346,2
156,544,2
156,553,2
156,557,2
156,22,2
156,360,2
156,353,2
156,11,2
156,649,2
156,85,2
156,650,2
156,651,1
156,652,1
156,532,1
156,20,1
156,155,1
156,23,1
156,653,1
156,654,1
156,655,1
156,537,1
156,656,1
156,657,1
156,53,1
156,658,1
156,356,1
156,347,1
156,200,1
156,121,1
156,659,1
156,577,1
156,223,1
156,63,1
156,660,1
156,661,1
156,218,1
156,159,1
156,282,1
156,562,1
156,229,1
156,662,1
156,663,1
156,34,1
156,453,1
156,664,1
156,665,1
156,666,1
156,667,1
156,291,1
156,668,1
156,138,1
156,669,1
156,17,1
157,22,1
158,22,1
159,22,1
160,541,5
161,22,1
162,670,5
162,517,5
162,239,5
162,29,5
162,1,5
162,347,5
162,671,5
162,672,5
162,133,5
162,524,5
162,527,5
162,16,5
162,218,5
162,673,5
162,341,4
162,674,2
162,83,2
162,675,2
162,15,2
162,547,2
162,204,2
162,23,2
162,68,2
162,78,2
162,287,2
162,587,2
162,53,2
162,676,2
162,473,2
162,677,2
162,678,2
162,586,2
162,679,2
162,109,2
162,516,2
162,11,2
162,680,2
162,681,2
162,63,2
162,111,2
162,116,2
162,14,2
162,438,2
162,136,2
162,682,1
162,186,1
162,114,1
162,369,1
162,105,1
162,529,1
162,10,1
162,202,1
162,683,1
162,350,1
162,73,1
162,101,1
162,684,1
162,685,1
162,223,1
162,89,1
162,686,1
162,206,1
162,687,1
162,276,1
162,588,1
162,121,1
162,235,1
162,72,1
162,64,1
162,688,1
162,122,1
162,689,1
162,667,1
162,690,1
162,691,1
162,549,1
162,692,1
162,110,1
162,271,1
162,437,1
162,360,1
162,693,1
162,308,1
162,269,1
162,694,1
162,334,1
162,354,1
162,262,1
162,5,1
162,155,1
162,695,1
162,274,1
162,580,1
162,696,1
162,697,1
162,698,1
162,197,1
162,699,1
162,700,1
162,626,1
162,550,1
162,4,1
162,565,1
162,506,1
162,560,1
162,701,1
162,242,1
162,482,1
162,403,1
162,61,1
162,165,1
162,281,1
162,30,1
162,702,1
162,409,1
162,703,1
162,45,1
162,704,1
162,705,1
162,706,1
162,412,1
162,178,1
162,707,1
162,708,1
162,709,1
162,238,1
162,471,1
162,581,1
162,710,1
163,22,2
164,47,5
164,20,1
164,22,1
164,711,1
165,22,1
166,22,5
167,22,1
168,502,5
168,25,5
168,240,5
168,134,5
168,52,5
168,712,5
168,24,5
168,10,2
168,585,2
168,281,2
168,499,2
168,713,2
168,714,2
168,340,2
168,679,2
168,155,2
168,63,1
168,109,1
168,55,1
168,197,1
168,106,1
168,486,1
168,715,1
168,536,1
168,1,1
168,529,1
168,716,1
168,249,1
168,268,1
168,647,1
168,148,1
168,76,1
168,717,1
168,251,1
169,5,2
169,453,1
170,22,1
171,155,1
171,1,1
171,10,1
172,22,1
173,10,1
174,4,5
174,1,1
174,52,1
174,267,1
174,16,1
174,25,1
174,718,1
174,89,1
174,719,1
174,348,1
174,720,1
174,646,1
174,721,1
174,244,1
174,722,1
174,723,1
175,10,5
176,724,1
176,725,1
177,40,2
177,25,2
177,10,1
177,155,1
177,344,1
177,60,1
178,235,5
178,40,5
178,726,1
178,273,1
178,595,1
178,197,1
178,274,1
179,622,1
179,241,1
179,24,1
180,22,1
181,254,2
182,241,1
183,273,5
183,727,5
183,728,3
183,274,2
183,678,2
183,626,2
183,517,2
183,78,1
183,729,1
183,730,1
183,110,1
183,726,1
183,482,1
183,10,1
183,121,1
183,731,1
183,486,1
183,732,1
183,105,1
183,624,1
183,178,1
183,733,1
183,734,1
183,735,1
183,736,1
184,737,4
184,274,3
184,63,2
184,102,2
184,73,1
184,25,1
184,40,1
184,738,1
184,5,1
184,739,1
184,262,1
184,22,1
184,273,1
184,549,1
184,740,1
184,101,1
184,525,1
184,482,1
184,741,1
184,742,1
185,274,1
185,22,1
186,743,5
187,10,1
188,127,5
189,22,5
190,1,5
190,65,5
190,744,2
190,68,2
190,745,2
190,670,2
190,544,2
190,746,2
190,747,2
190,562,2
190,656,1
190,748,1
190,497,1
190,749,1
190,750,1
190,751,1
190,752,1
190,753,1
190,20,1
190,754,1
190,755,1
190,756,1
191,22,1
192,22,1
193,340,1
194,22,5
195,53,5
195,757,5
195,319,4
196,342,5
196,10,5
196,25,5
196,1,4
196,53,2
196,155,2
196,144,2
196,240,2
196,55,1
196,486,1
196,758,1
196,56,1
196,759,1
196,222,1
196,760,1
196,24,1
196,761,1
196,762,1
197,134,1
198,235,1
198,581,1
198,22,1
199,22,1
200,232,5
200,233,2
200,121,1
201,63,1
201,763,1
201,262,1
202,499,1
203,40,4
204,22,5
205,22,2
206,1,2
207,764,1
208,765,1
209,22,1
210,235,1
211,29,5
211,4,5
211,78,2
211,105,1
211,110,1
211,121,1
212,766,5
213,22,1
214,696,1
214,547,1
214,613,1
214,552,1
215,40,5
215,155,2
215,55,2
215,201,1
215,550,1
215,555,1
215,142,1
215,22,1
215,725,1
215,767,1
215,457,1
215,557,1
216,40,5
217,22,5
217,768,5
217,40,5
217,52,4
217,241,4
217,25,4
217,486,2
217,624,2
217,505,1
217,769,1
217,285,1
217,249,1
217,770,1
217,127,1
217,242,1
217,10,1
217,276,1
217,24,1
217,771,1
217,622,1
217,725,1
217,772,1
217,773,1
217,495,1
217,63,1
217,492,1
217,357,1
217,247,1
217,774,1
217,775,1
217,776,1
217,489,1
217,777,1
217,778,1
217,779,1
217,19,1
217,780,1
217,224,1
217,277,1
217,781,1
217,762,1
217,481,1
217,782,1
217,783,1
217,339,1
217,523,1
217,784,1
217,255,1
217,284,1
218,22,5
219,40,5
219,22,5
219,478,1
219,36,1
219,235,1
219,785,1
219,786,1
220,239,1
220,201,1
220,787,1
221,241,1
222,10,1
223,22,1
224,22,1
225,10,5
225,774,2
225,40,2
225,25,2
225,281,1
225,388,1
225,22,1
225,241,1
225,24,1
225,526,1
225,603,1
225,761,1
225,240,1
225,788,1
225,789,1
226,274,5
227,22,1
228,239,5
229,505,2
229,585,2
229,714,2
229,720,1
229,239,1
229,369,1
230,790,5
231,22,1
232,232,5
232,235,5
232,234,5
232,517,5
232,40,4
232,617,2
232,1,2
232,242,2
232,233,2
232,237,2
232,791,1
232,792,1
232,793,1
232,500,1
232,502,1
232,585,1
232,581,1
232,794,1
232,178,1
232,795,1
232,238,1
233,22,1
234,796,5
234,797,5
234,743,5
234,232,5
234,18,1
234,233,1
235,29,1
236,25,2
236,789,1
237,22,5
238,22,1
239,22,1
240,1,5
241,22,1
242,1,5
242,254,2
242,274,1
242,482,1
242,273,1
243,22,2
244,241,1
244,10,1
244,798,1
245,22,1
246,234,5
246,237,1
247,235,5
248,799,5
248,800,1
249,22,1
250,22,5
251,77,5
251,244,5
251,624,5
251,25,2
251,40,2
251,502,2
251,490,1
251,13,1
251,801,1
251,10,1
251,457,1
251,134,1
251,611,1
251,148,1
251,240,1
251,508,1
252,63,2
252,262,1
252,132,1
252,329,1
253,10,1
254,342,5
254,40,2
254,5,1
254,486,1
254,155,1
254,10,1
254,531,1
254,802,1
255,803,1
255,10,1
255,444,1
255,121,1
255,237,1
256,1,4
256,804,2
256,357,2
256,155,1
256,40,1
256,73,1
256,565,1
256,247,1
256,505,1
256,10,1
256,22,1
256,541,1
256,457,1
256,159,1
256,453,1
257,760,5
257,155,4
257,532,4
257,476,2
257,29,2
257,128,2
257,342,1
257,240,1
257,805,1
257,84,1
257,712,1
257,11,1
257,806,1
257,807,1
257,121,1
257,795,1
257,281,1
257,683,1
258,22,5
259,22,5
260,22,2
261,10,1
262,22,1
263,743,2
264,731,2
264,808,1
264,678,1
264,9,1
264,52,1
264,693,1
264,122,1
264,101,1
264,532,1
264,95,1
264,218,1
264,358,1
264,128,1
264,461,1
265,255,5
265,235,1
265,40,1
265,10,1
265,531,1
266,22,5
266,809,5
266,517,5
266,725,5
266,624,5
266,673,5
266,285,5
266,772,5
266,810,4
266,770,2
266,506,2
266,670,2
266,811,1
266,812,1
266,813,1
266,814,1
266,496,1
266,760,1
266,679,1
266,815,1
266,816,1
266,817,1
266,818,1
266,40,1
266,711,1
266,481,1
266,542,1
267,340,4
268,240,5
268,1,5
268,241,2
268,346,1
268,529,1
268,10,1
268,819,1
268,820,1
268,22,1
268,821,1
269,121,1
269,10,1
270,822,1
271,22,1
272,22,5
272,486,5
272,24,2
272,622,1
272,285,1
272,10,1
272,241,1
273,639,5
273,797,5
273,823,5
273,796,5
273,824,2
273,254,1
273,825,1
274,679,1
275,458,1
275,826,1
275,816,1
275,827,1
275,828,1
275,485,1
275,829,1
276,40,1
277,78,1
277,691,1
278,241,1
278,492,1
278,830,1
278,277,1
278,831,1
278,247,1
279,499,5
279,148,1
279,832,1
279,833,1
280,22,1
281,473,5
281,1,2
281,606,1
281,834,1
282,22,1
283,22,5
284,499,2
284,40,1
284,277,1
284,22,1
285,242,1
286,22,1
287,22,1
288,22,1
289,835,1
290,22,5
291,22,5
292,235,1
293,22,1
294,10,5
294,836,5
294,342,2
294,531,2
294,36,2
294,25,2
294,275,1
294,529,1
294,493,1
294,540,1
294,319,1
294,837,1
294,633,1
294,5,1
294,526,1
294,453,1
294,492,1
294,121,1
294,476,1
294,624,1
294,40,1
294,281,1
294,838,1
294,76,1
294,35,1
294,18,1
294,839,1
294,840,1
294,505,1
294,269,1
294,241,1
294,841,1
294,842,1
294,530,1
294,277,1
294,481,1
294,439,1
294,569,1
294,704,1
294,219,1
294,595,1
294,242,1
294,13,1
294,285,1
294,48,1
294,725,1
294,843,1
294,844,1
294,145,1
295,845,5
296,846,1
296,847,1
296,581,1
297,22,1
298,22,5
298,29,5
298,1,5
298,848,2
298,4,2
298,88,1
298,117,1
298,715,1
298,40,1
298,227,1
298,626,1
298,244,1
298,849,1
298,14,1
298,409,1
298,78,1
298,235,1
298,63,1
298,840,1
298,730,1
298,53,1
298,10,1
298,2,1
298,411,1
298,71,1
298,255,1
298,850,1
298,557,1
298,690,1
298,851,1
298,347,1
298,773,1
298,531,1
298,357,1
298,346,1
298,5,1
298,52,1
298,852,1
298,853,1
298,37,1
298,270,1
298,854,1
298,855,1
298,856,1
298,857,1
298,858,1
298,34,1
298,131,1
298,504,1
298,859,1
298,860,1
298,861,1
298,105,1
299,771,2
300,342,5
300,364,1
300,862,1
300,863,1
301,238,1
302,22,1
303,22,5
303,63,1
303,172,1
303,864,1
303,121,1
303,436,1
303,865,1
303,283,1
303,866,1
303,867,1
303,868,1
303,717,1
303,869,1
304,457,1
305,22,1
306,10,1
306,95,1
307,545,1
308,241,5
308,10,5
308,25,5
308,530,4
308,106,2
308,40,2
308,820,1
308,285,1
308,870,1
308,622,1
308,283,1
308,735,1
309,22,1
310,10,1
311,768,5
311,155,5
311,486,5
311,47,5
311,871,4
311,14,4
311,68,3
311,78,2
311,872,2
311,806,2
311,873,2
311,73,2
311,541,2
311,5,2
311,346,2
311,851,2
311,75,2
311,23,2
311,55,2
311,874,1
311,174,1
311,1,1
311,624,1
311,49,1
311,840,1
311,259,1
311,875,1
311,117,1
311,222,1
311,876,1
311,65,1
311,36,1
311,535,1
311,353,1
311,618,1
311,276,1
311,231,1
311,784,1
311,636,1
311,243,1
311,553,1
311,114,1
311,71,1
311,219,1
311,739,1
311,206,1
311,863,1
311,581,1
311,135,1
311,15,1
311,877,1
311,737,1
311,600,1
311,542,1
311,878,1
311,879,1
311,861,1
311,53,1
311,178,1
311,7,1
311,524,1
311,10,1
311,490,1
311,492,1
311,94,1
311,880,1
311,881,1
311,270,1
311,882,1
311,164,1
311,679,1
311,883,1
311,780,1
311,884,1
311,489,1
311,617,1
312,22,1
313,22,1
314,582,5
314,237,5
314,233,5
314,584,5
314,234,5
314,498,1
314,545,1
314,885,1
314,232,1
314,121,1
314,656,1
315,22,5
315,234,5
315,237,4
315,750,1
315,40,1
316,10,5
316,29,5
316,25,5
316,536,2
316,6,2
316,5,2
316,186,2
316,36,2
316,241,2
316,32,2
316,369,2
316,646,1
316,424,1
316,436,1
316,886,1
316,19,1
316,526,1
316,411,1
316,63,1
316,887,1
316,422,1
316,276,1
316,888,1
316,97,1
316,402,1
316,134,1
316,78,1
316,889,1
316,148,1
316,869,1
316,890,1
317,235,5
318,342,4
319,22,5
319,5,1
320,22,5
321,10,1
322,800,1
323,89,1
324,22,1
325,486,5
325,22,5
325,2,5
326,281,2
326,494,1
327,235,5
327,273,2
327,40,1
327,517,1
327,482,1
327,274,1
328,241,1
329,891,1
329,97,1
330,22,1
331,22,2
332,334,1
333,281,5
333,667,1
333,617,1
333,505,1
334,29,5
335,22,2
336,22,1
337,559,1
337,892,1
337,10,1
337,341,1
337,893,1
337,63,1
337,247,1
337,771,1
337,1,1
337,241,1
337,462,1
337,619,1
337,780,1
338,486,1
338,347,1
339,40,2
339,10,1
339,20,1
339,339,1
339,622,1
340,22,1
341,771,1
342,78,4
342,10,2
342,369,2
342,105,1
342,110,1
342,5,1
342,273,1
342,9,1
342,274,1
343,10,5
344,797,1
345,894,1
346,22,1
347,344,1
348,22,5
348,895,2
348,896,1
348,897,1
348,342,1
348,898,1
348,899,1
348,900,1
348,901,1
348,319,1
348,902,1
348,903,1
348,241,1
348,25,1
348,904,1
348,572,1
348,574,1
349,22,1
350,22,5
350,40,5
350,244,5
350,197,2
350,235,2
350,5,2
350,905,1
350,14,1
350,35,1
350,52,1
350,906,1
350,259,1
350,41,1
350,718,1
350,907,1
350,261,1
350,224,1
350,419,1
350,44,1
350,908,1
350,48,1
350,909,1
350,841,1
350,910,1
350,587,1
350,460,1
350,439,1
350,911,1
350,10,1
350,274,1
350,912,1
350,506,1
350,913,1
350,570,1
350,914,1
350,915,1
350,882,1
350,916,1
350,203,1
350,917,1
350,918,1
350,60,1
350,99,1
350,476,1
350,919,1
350,920,1
350,25,1
350,921,1
350,922,1
350,923,1
350,369,1
350,453,1
350,301,1
350,924,1
350,786,1
350,925,1
350,505,1
350,926,1
350,927,1
350,342,1
350,357,1
350,621,1
350,90,1
350,84,1
