user_id,user_id_steam
177,162543176
178,95898619
179,185685666
180,308280913
181,69857045
182,215492239
183,16167221
184,19586574
185,200759485
186,82792088
187,153290864
188,213909719
189,219446813
190,41883322
191,260269555
192,186333740
193,237047627
194,142004534
195,99017037
196,170491009
197,195459356
198,30280104
199,227153589
200,64365339
201,103669953
202,299670894
203,237275985
204,178709401
205,198156213
206,190231757
207,76216184
208,96674283
209,212284721
210,20321898
211,48239695
212,207216516
213,201512283
214,293463755
215,131227694
216,201697182
217,150751526
218,241208825
219,249165768
220,124462762
221,239478937
222,83851086
223,145658798
224,210669058
225,130280718
226,81569401
227,186996848
228,108601099
229,108560573
230,89161051
231,287706524
232,65716118
233,144004666
234,58237510
235,113308351
236,303326013
237,154210162
238,146463817
239,303693006
240,98152188
241,231450817
242,162649407
243,229467150
244,246892835
245,288856904
246,75228114
247,36553207
248,70165453
249,143693450
250,139955299
251,136021775
252,39446138
253,211404615
254,215540943
255,81743539
256,128790593
257,198346312
258,155182551
259,169218314
260,252016836
261,124777563
262,217268143
263,88919723
264,26802825
265,27117407
266,78332414
267,291151096
268,130201800
269,88585138
270,154671192
271,139352395
272,143459727
273,42681063
274,169337011
275,260118401
276,201445671
277,24932641
278,193987636
279,242549338
280,209729995
281,71082079
282,212521878
283,166705920
284,228302915
285,64315060
286,246056879
287,154406815
288,141037251
289,74154832
290,298979438
291,149318464
292,29835809
293,174813416
294,42928788
295,269437356
296,61444633
297,298519243
298,25096601
299,120377800
300,233160273
301,33591806
302,157397663
303,234024191
304,88735140
305,115003799
306,57866383
307,168845004
308,144347801
309,112590296
310,209193781
311,42061089
312,158267574
313,307239317
314,62654923
315,56256991
316,86338111
317,67923337
318,149501464
319,74232403
320,305808638
321,83978676
322,82235763
323,146682210
324,300645203
325,211925330
326,178717672
327,218354629
328,288854118
329,189822258
330,194791978
331,202949952
332,130954987
333,108877388
334,214366018
335,72576293
336,179686274
337,227083521
338,236775073
339,286701848
340,253983004
341,162582760
342,112994491
343,85614332
344,211760999
345,216653925
346,124451578
347,58152057
348,111316830
349,185283602
350,92914917
351,135599605
352,158173228
353,147563118
354,138847348
355,77870593
356,161383225
357,60760816
358,253006481
359,72842694
360,290367158
361,42223842
362,144508237
363,17649444
364,214388411
365,141161011
366,54916182
367,168041218
368,155881626
369,23663429
370,201176964
371,179481154
372,246753573
373,115396529
374,255957600
375,276118496
376,43804972
377,216115170
378,182579698
379,242412972
380,215008934
381,161220142
382,20200395
383,32498610
384,292731142
385,43321203
386,221952355
387,4834220
388,189623540
389,208071792
390,65229865
391,53079481
392,146809006
393,240524467
394,183103599
395,181064527
396,65958466
397,77905942
398,181321171
399,172348107
400,215748805
401,129520075
402,276055488
403,230952269
404,248255491
405,165216297
406,234292025
407,226923581
408,134590374
409,43908860
410,203238341
411,228343275
412,198249024
413,248518501
414,308692673
415,105796956
416,186055359
417,87821312
418,85714521
419,170375966
420,130950166
421,194545521
422,109458201
423,23718710
424,126602285
425,252696188
426,95440541
427,49767455
428,304222866
429,303269114
430,238411403
431,97238489
432,58117481
433,61676491
434,223991842
435,166753156
436,135879753
437,101369449
438,176033341
439,103363050
440,171512034
441,267438860
442,68224834
443,110928152
444,155613860
445,157469247
446,80119032
447,128831281
448,176743370
449,122803519
450,187498422
451,34177747
452,138929901
453,170760116
454,124712421
455,110879737
456,187678142
457,175033323
458,58192081
459,175945017
460,44866715
461,176750719
462,86686260
463,57088976
464,23883383
465,184794116
466,239794225
467,232207754
468,47519224
469,235194002
470,141677474
471,161816929
472,304848876
473,198893163
474,111343998
475,49350285
476,236950689
477,31727716
478,285926554
479,142001340
480,60217594
481,291447290
482,14165501
483,169414467
484,148976064
485,113045977
486,196223620
487,197090954
488,85643975
489,242013874
490,126158311
491,71687719
492,157414627
493,242781058
494,303525289
495,282307340
496,50246981
497,88296152
498,264929688
499,230633575
500,127706455
501,117129725
502,42005897
503,187283749
504,201990605
505,87879009
506,283853460
507,42099265
508,300534109
509,4064412
510,183382406
511,242242432
512,91800733
513,93812486
514,191480137
515,293691139
516,293269191
517,227777777
518,145844862
519,205634951
520,216040174
521,172318605
522,106760673
523,62539628
524,251928689
525,149438233
526,180955576
527,87162199
528,167874227
529,286095646
530,198417932
531,234838943
532,79407831
533,156312176
534,81139130
535,167017825
536,213406926
537,259791209
538,78799565
539,309824202
540,138412880
541,228170321
542,36154073
543,210744685
544,183300822
545,229791471
546,262861632
547,242896221
548,170473291
549,162999869
550,298913000
551,104055167
552,170527593
553,178893007
554,159365538
555,135540095
556,201743677
557,109201849
558,123245831
559,237468202
560,214077903
561,259268105
562,96771844
563,196119233
564,149291366
565,273544140
566,1950243
567,244878837
568,110095045
569,294281624
570,229095219
571,62985928
572,182220992
573,266888336
574,278567826
575,142183287
576,43913966
577,209127185
578,153164320
579,259330363
580,121280370
581,149122593
582,286545176
583,255467165
584,219466905
585,69132252
586,143734410
587,141414004
588,47409520
589,131730206
590,126098408
591,163137081
592,127813787
593,120725727
594,151397156
595,198105109
596,118894547
597,283975164
598,117531196
599,49110638
600,190788774
601,193129684
602,108755905
603,202340310
604,144737312
605,171874166
606,87071236
607,178915960
608,62317148
609,204459221
610,37708732
611,103620349
612,216921535
613,156407138
614,293360401
615,140065934
616,1364546
617,181608676
618,192277804
619,83813208
620,86150792
621,130290346
622,214736709
623,101487265
624,76319436
625,58977564
626,205546094
627,182399789
628,156458299
629,64787956
630,41883229
631,139854220
632,131973876
633,163861892
634,187374370
635,302345333
636,303322239
637,299060755
638,180743752
639,188241866
640,106057222
641,178883999
642,170267441
643,277003854
644,212310741
645,44482198
646,89286594
647,299364834
648,192264666
649,112088340
650,200175559
651,138570935
652,178007464
653,194680258
654,75034989
655,248878320
656,29383643
657,195171884
658,128478373
659,37179655
660,135177440
661,139396034
662,300089223
663,90650405
664,55623839
665,136913396
666,110150300
667,60594845
668,141566602
669,12070928
670,205827348
671,299833904
672,291846968
673,74565055
674,80022321
675,109271976
676,242469861
677,58029555
678,91881892
679,49845280
680,58667850
681,234559223
682,111456195
683,113423671
684,181840406
685,79411077
686,208127048
687,167202599
688,191507469
689,77136810
690,249232725
691,32467994
692,259053705
693,138656604
694,271808456
695,246303844
696,299914260
697,121360145
698,203745259
699,206398775
700,159129006
701,238773402
702,164271888
703,83751255
704,278099058
705,30527047
706,163662283
707,172086978
708,96977722
709,184812615
710,207234237
711,241603501
712,144565105
713,118725402
714,160640171
715,156799348
716,4485779
717,295708462
718,304497842
719,168925642
720,93575977
721,68316900
722,153026960
723,27417971
724,102825821
725,218680215
726,285380840
727,71943253
728,167106826
729,142475478
730,154281477
731,239299518
732,86915561
733,150882304
734,277679482
735,160264413
736,98312003
737,141693292
738,161444156
739,54194546
740,148860618
741,200491490
742,199899325
743,160427210
744,242815838
745,167360036
746,140672677
747,204888877
748,283498338
749,208491021
750,299776839
751,54739142
752,299489226
753,196237754
754,30988672
755,149053502
756,297517705
757,128964236
758,279734186
759,302553338
760,204495708
761,180534642
762,260320188
763,237554603
764,196862501
765,207270682
766,147602462
767,76171050
768,200471514
769,221083006
770,58439284
771,206696458
772,137508279
773,169277417
774,309038666
775,186597710
776,73141776
777,90362252
778,52907921
779,178269176
780,171932001
781,152082114
782,164699741
783,158211774
784,201081230
785,146813551
786,103574570
787,101315169
788,179001580
789,56790646
790,299440710
791,266829332
792,58768356
793,240477898
794,251706843
795,130324181
796,12610800
797,231029951
798,136778642
799,30036927
800,172666220
801,186305384
802,181118785
803,83420834
804,106170243
805,187588985
806,64394438
807,225245513
808,231808839
809,21138994
810,160550083
811,104032602
812,158655873
813,242782489
814,260048725
815,73012771
816,271030096
817,97017439
818,179014686
819,126471719
820,169061944
821,11973378
822,99992274
823,291293152
824,75277726
825,118664413
826,186139058
827,178290786
828,184899103
829,163043651
830,248532700
831,166747492
832,28696163
833,220489263
834,146999982
835,78341587
836,108183518
837,106235885
838,87832209
839,115806772
840,18869916
841,10216256
842,259994621
843,65421540
844,5232588
845,37092665
846,67628444
847,195800610
848,206210282
849,17299575
850,287668512
851,193442134
852,15680561
853,101030173
854,57798235
855,286468828
856,288449536
857,138483324
858,139769742
859,215833301
860,260132853
861,217917011
862,77792512
863,285282740
864,147859903
865,95761491
866,47506504
867,154527422
868,204829406
869,190961031
870,170384573
871,90541290
872,82174211
873,162179898
874,192436140
875,238466173
876,298222970
877,303300985
878,207406826
879,85547059
880,260686668
881,96014467
882,38055594
883,215160630
884,218952383
885,224943279
886,229179750
887,68049243
888,115275499
889,168377116
890,181297952
891,216189719
892,159777976
893,4325465
894,41934963
895,48028873
896,291907288
897,51905751
898,57433226
899,95203343
900,222319850
901,217368291
902,193494703
903,303024195
904,202598205
905,161248480
906,215508170
907,131940023
908,297279953
909,252507011
910,172437595
911,95911580
912,130021142
913,175270022
914,126074325
915,239235805
916,93413084
917,189451813
918,64366280
919,136495026
920,236596014
921,200750585
922,41089194
923,24366790
924,98928829
925,242094123
926,89732768
927,152302676
928,124556386
929,87907200
930,206807160
931,110489310
932,194097479
933,241348923
934,123732393
935,216025815
936,158159336
937,228706143
938,298263185
939,296917506
940,174415183
941,191810425
942,86332470
943,221695617
944,54888069
945,289524714
946,86978692
947,181373107
948,193156880
949,15951451
950,64971477
951,222035871
952,107377573
953,171452409
954,251164636
955,173051184
956,74811317
957,50967861
958,156859477
959,298505728
960,62545742
961,204749083
962,273817824
963,294391279
964,103373255
965,23492094
966,201816765
967,132180557
968,195147702
969,200560312
970,39758678
971,7431946
972,200345112
973,196594918
974,274410276
975,241230534
976,115037563
977,194842424
978,236434806
979,239611310
980,114972372
981,281216836
982,70970228
983,77279068
984,245350724
985,111003429
986,159946174
987,269770460
988,216931933
989,80164199
990,129796010
991,249626280
992,307242646
993,306690580
994,154105212
995,20643309
996,31887973
997,250378500
998,215518655
999,199047757
1000,198825628
1001,235359505
1002,144276946
1003,195694153
1004,255085221
1005,129825010
1006,98278869
1007,69587339
1008,234467038
1009,193471217
1010,95137775
1011,191747590
1012,163961414
1013,56333620
1014,309626088
1015,186885794
1016,102322335
1017,147251779
1018,96204317
1019,160922242
1020,286445618
1021,120639809
1022,205532682
1023,151481334
1024,225787781
1025,175720527
1026,196894502
1027,165020079
1028,55143039
1029,202600291
1030,127977081
1031,245064847
1032,70751853
1033,202585832
1034,178168238
1035,7440594
1036,131032344
1037,237388314
1038,82792464
1039,138242360
1040,259934396
1041,94356420
1042,214276866
1043,228908339
1044,206597662
1045,77378306
1046,52942891
1047,170176187
1048,199134746
1049,83219649
1050,92393218
1051,85759872
1052,98625085
1053,59537590
1054,226734923
1055,72958745
1056,103805799
1057,114364553
1058,163988065
1059,171918937
1060,202043465
1061,112110682
1062,281376430
1063,174204642
1064,154123088
1065,298478157
1066,29915651
1067,103171339
1068,296426951
1069,303090541
1070,293002110
1071,14098833
1072,197765864
1073,165523661
1074,56198811
1075,237298602
1076,75011941
1077,115192877
1078,272181160
1079,186450119
1080,233648242
1081,205014771
1082,182412202
1083,95044091
1084,70052469
1085,156156544
1086,182621430
1087,72488020
1088,253622624
1089,227861587
1090,74161590
1091,102838001
1092,141246626
1093,81054122
1094,232664241
1095,166242802
1096,202140315
1097,160469883
1098,153774422
1099,161405419
1100,66713604
1101,257491997
1102,86779448
1103,205343727
1104,204703234
1105,174896111
1106,282408930
1107,106147454
1108,126876615
1109,166858869
1110,279603258
1111,146326949
1112,94086389
1113,290895974
1114,295021107
1115,143137329
1116,154617624
1117,114132445
1118,259829971
1119,257702137
1120,217709850
1121,57974873
1122,242471645
1123,115813584
1124,188226310
1125,100478352
1126,132875638
1127,76916895
1128,301805182
1129,158469748
1130,174103314
1131,278609462
1132,129272742
1133,26430231
1134,233277671
1135,103012052
1136,147029458
1137,205823360
1138,34102593
1139,284064476
1140,254331853
1141,252694471
1142,284863484
1143,224197206
1144,28040133
1145,293881991
1146,36439985
1147,152861732
1148,28064589
1149,267053376
1150,113058136
1151,71603645
1152,233865573
1153,221257958
1154,270169680
1155,176736380
1156,98463542
1157,206155181
1158,302916505
1159,95273667
1160,292936227
1161,253209919
1162,180048039
1163,18319108
1164,62601134
1165,128240584
1166,204541576
1167,84455820
1168,204813749
1169,258834833
1170,286637360
1171,189858084
1172,199535718
1173,216396749
1174,109475164
1175,150396347
1176,263516648
1177,200933876
1178,176682744
1179,32749624
1180,60424237
1181,180622295
1182,210172601
1183,80905023
1184,148576413
1185,4986667
1186,202017729
1187,234770287
1188,56957512
1189,55906627
1190,190945239
1191,73187712
1192,207590964
1193,93644606
1194,234108053
1195,71704418
1196,295202708
1197,236735185
1198,236911498
1199,236245395
1200,129982462
1201,163237086
1202,158363887
1203,95586525
1204,65394447
1205,115959445
1206,225376053
1207,80117314
1208,141873792
1209,140825164
1210,176539817
1211,257422299
1212,184480011
1213,228512803
1214,149689548
1215,182929175
1216,225176638
1217,223324734
1218,303061131
1219,171911285
1220,82418411
1221,120116659
1222,256452263
1223,211357825
1224,74347105
1225,241645675
1226,32488724
1227,128412180
1228,243816387
1229,118792304
1230,39524248
1231,174585005
1232,123546767
1233,30115594
1234,8334557
1235,247219864
1236,142414329
1237,138259286
1238,279203738
1239,226357303
1240,162654590
1241,37827989
1242,202160372
1243,48080423
1244,275151488
1245,74557142
1246,24972502
1247,9134079
1248,240964291
1249,302533082
1250,233595859
1251,252200924
1252,186814006
1253,292158722
1254,249570072
1255,242866563
1256,96674526
1257,189125890
1258,172195770
1259,26090223
1260,195840346
1261,289383568
1262,205029231
1263,241524841
1264,87734805
1265,34658438
1266,138460230
1267,122847338
1268,242836440
1269,104709012
1270,178117765
1271,121255383
1272,120143206
1273,118808320
1274,229312905
1275,249480143
1276,13565651
1277,199693744
1278,132800758
1279,134967717
1280,166811621
1281,196437409
1282,296225264
1283,28633466
1284,154624403
1285,216674215
1286,119350525
1287,238378861
1288,118859786
1289,161309693
1290,165842250
1291,175612514
1292,102949215
1293,136341868
1294,237036035
1295,69946630
1296,92322563
1297,262474788
1298,149081421
1299,131995566
1300,145078067
1301,65420540
1302,196086652
1303,203746661
1304,226597231
1305,200517250
1306,117036229
1307,35729292
1308,158476996
1309,101690993
1310,82020006
1311,189429276
1312,218215123
1313,198741200
1314,216211930
1315,42127150
1316,294250383
1317,255076487
1318,219780322
1319,236054259
1320,142494421
1321,198071235
1322,155838344
1323,149832495
1324,103984034
1325,280721592
1326,136520135
1327,97069030
1328,296139952
1329,300035772
1330,177519904
1331,106028574
1332,260729536
1333,28031199
1334,219554846
1335,138655214
1336,21075893
1337,53898495
1338,240400609
1339,242300881
1340,219080305
1341,64392327
1342,175423011
1343,77830706
1344,200039228
1345,292196792
1346,268935456
1347,14758912
1348,249495968
1349,187692242
1350,44021324
1351,197279094
1352,93578126
1353,282923824
1354,134839311
1355,198314976
1356,169964396
1357,285545510
1358,89229462
1359,131876863
1360,305912574
1361,155471453
1362,35009482
1363,136135322
1364,230213922
1365,8542204
1366,300620379
1367,138080934
1368,203422894
1369,194670621
1370,188684344
1371,253424499
1372,81585721
1373,72588600
1374,281579960
1375,144144570
1376,33261284
1377,205636324
1378,75231491
1379,167752146
1380,120141290
1381,84395245
1382,133355027
1383,234555589
1384,135329995
1385,111795034
1386,86733992
1387,278209338
1388,150720815
1389,194071007
1390,51951401
1391,210725110
1392,298857855
1393,301432974
1394,26101823
1395,175430751
1396,234758647
1397,76420334
1398,190754099
1399,94272610
1400,121727972
1401,69009454
1402,225851590
1403,220887518
1404,301110007
1405,292976473
1406,45422636
1407,145670348
1408,67492611
1409,293378273
1410,266836892
1411,120698121
1412,290334662
1413,105590063
1414,112694811
1415,121150146
1416,197363488
1417,199603191
1418,228320359
1419,157058673
1420,133439311
1421,308452993
1422,201737586
1423,176890431
1424,175849081
1425,212041058
1426,43360645
1427,142650116
1428,286761300
1429,239779234
1430,299905842
1431,112784971
1432,30425578
1433,309404240
1434,229334262
1435,199047397
1436,170329549
1437,160139917
1438,148761419
1439,211544205
1440,45974860
1441,215917975
1442,277768228
1443,199121928
1444,185078775
1445,95542056
1446,243536793
1447,115821787
1448,14417857
1449,160844169
1450,83198547
1451,162024985
1452,150623264
1453,240820377
1454,294888042
1455,135545063
1456,80386506
1457,143177422
1458,289075484
1459,82212295
1460,144736928
1461,111044780
1462,271013192
1463,239306186
1464,296254406
1465,108727716
1466,141027992
1467,156669447
1468,207647609
1469,66950079
1470,38100517
1471,53181165
1472,154137401
1473,92788681
1474,259402641
1475,297340487
1476,59383825
1477,206904972
1478,83572990
1479,298173249
1480,239296422
1481,85366890
1482,142971534
1483,210419195
1484,182422786
1485,181523551
1486,211315837
1487,105736077
1488,163027169
1489,244069576
1490,105877396
1491,212302055
1492,163140792
1493,98649241
1494,185914106
1495,302642693
1496,204793925
1497,296439514
1498,216317211
1499,161140815
1500,287812798
1501,162319690
1502,254331891
1503,171541210
1504,295832595
1505,156742049
1506,127850470
1507,39082468
1508,80779496
1509,305697665
1510,212875606
1511,84610577
1512,43189361
1513,138129129
1514,68372559
1515,31733654
1516,158495272
1517,254715417
1518,199693353
1519,144202828
1520,240508393
1521,24011187
1522,97634356
1523,169258848
1524,243664576
1525,73094226
1526,146449077
1527,163801892
1528,235037893
1529,105261470
1530,24469287
1531,157138238
1532,107285166
1533,255706163
1534,249607464
1535,301776008
1536,55112407
1537,299950927
1538,63391345
1539,294667556
1540,91405713
1541,67791342
1542,182491331
1543,32939936
1544,165565786
1545,213858385
1546,188321266
1547,43186470
1548,115287826
1549,192976811
1550,72207742
1551,134615317
1552,187462362
1553,204748975
1554,119368216
1555,243429504
1556,39622853
1557,158899877
1558,106806146
1559,308220794
1560,78996406
1561,171280641
1562,122328547
1563,164259079
1564,168375605
1565,159152280
1566,89867101
1567,299965727
1568,169308850
1569,201945992
1570,212466515
1571,214606702
1572,85045079
1573,155069128
1574,284490460
1575,196960100
1576,207022512
1577,116617462
1578,233269570
1579,115325355
1580,11403772
1581,227863185
1582,139433517
1583,254814380
1584,82695118
1585,195322037
1586,50744279
1587,186673066
1588,240312742
1589,244855763
1590,66078954
1591,188491294
1592,225289523
1593,130440628
1594,82046939
1595,112459307
1596,258774423
1597,111754806
1598,145927933
1599,139149185
1600,107131506
1601,189818681
1602,20683035
1603,161637382
1604,86355338
1605,158944454
1606,133609786
1607,65872385
1608,38968408
1609,27171538
1610,240405101
1611,229111581
1612,92314533
1613,185849750
1614,145722517
1615,197157593
1616,107383658
1617,202465494
1618,237156166
1619,132057825
1620,202625117
1621,47453568
1622,168839130
1623,300538511
1624,138349389
1625,103966604
1626,287948400
1627,26753925
1628,12130111
1629,200083714
1630,186193491
1631,94819329
1632,199948316
1633,23096237
1634,296557510
1635,82728085
1636,15305418
1637,215786295
1638,119170251
1639,130303679
1640,237704094
1641,146427029
1642,201769914
1643,177146016
1644,304435173
1645,133729675
1646,35330593
1647,144824885
1648,82448039
1649,99077905
1650,130146848
1651,184161063
1652,305093062
1653,252159775
1654,304032401
1655,101395260
1656,103093060
1657,120970326
1658,194966014
1659,180283418
1660,244441983
1661,81104015
1662,91125135
1663,150039339
1664,302054444
1665,90884508
1666,243141191
1667,233847882
1668,150386429
1669,139049885
1670,112919409
1671,182988804
1672,10385370
1673,244908996
1674,301117259
1675,28424408
1676,244376049
1677,217756269
1678,191477470
1679,217580279
1680,238013546
1681,221042905
1682,201678836
1683,71760673
1684,192204940
1685,197642964
1686,273901604
1687,142001485
1688,211267410
1689,33300480
1690,191592097
1691,88344296
1692,223124802
1693,214252753
1694,116325720
1695,86635197
1696,9128105
1697,282638848
1698,124763074
1699,118442089
1700,224777419
1701,147381026
1702,201089557
1703,204624428
1704,244722763
1705,301070733
1706,126308758
1707,194487033
1708,194893507
1709,245005581
1710,79537725
1711,72930582
1712,102623516
1713,30548861
1714,53779471
1715,197732882
1716,58724834
1717,203387556
1718,131785763
1719,114881003
1720,145052189
1721,184034224
1722,164611728
1723,193315427
1724,121809665
1725,21015565
1726,206229824
1727,58217836
1728,252475396
1729,127325079
1730,140943875
1731,95695156
1732,197966478
1733,143588434
1734,186515716
1735,71126210
1736,173168090
1737,292470488
1738,203222843
1739,86912006
1740,188784538
1741,298557690
1742,202347606
1743,166149095
1744,141680691
1745,59101095
1746,200102265
1747,152585209
1748,227783598
1749,57223013
1750,217987498
1751,193955543
1752,58662652
1753,43565258
1754,173003298
1755,202128053
1756,230103206
1757,121582062
1758,222045462
1759,281846414
1760,130029851
1761,88139607
1762,217892263
1763,10595342
1764,117312360
1765,173531795
1766,209665002
1767,203986235
1768,156879739
1769,188893670
1770,135066372
1771,64657716
1772,120955239
1773,139480472
1774,191905471
1775,258213980
1776,97951693
1777,39482136
1778,293978986
1779,143223745
1780,118693973
1781,30432648
1782,163924362
1783,244290943
1784,233104650
1785,90359362
1786,112432049
1787,217993378
1788,158481852
1789,114287682
1790,290948882
1791,104132805
1792,199816966
1793,116626402
1794,165192959
1795,202366002
1796,245432485
1797,232047954
1798,26633617
1799,7273540
1800,25445382
1801,200737797
1802,283401578
1803,149790632
1804,145825155
1805,142279088
1806,119311184
1807,150397316
1808,212544433
1809,59790700
1810,183963121
1811,12259303
1812,96095486
1813,136998614
1814,218531534
1815,294834367
1816,199215257
1817,66052983
1818,93669877
1819,84738098
1820,218734858
1821,97886833
1822,126269125
1823,172860957
1824,32125590
1825,250828184
1826,35021321
1827,106132774
1828,170377069
1829,250480120
1830,168546873
1831,184536712
1832,44197725
1833,3244702
1834,86448907
1835,239135689
1836,207563790
1837,153543959
1838,164511211
1839,11207650
1840,173382820
1841,115163074
1842,104707698
1843,174997093
1844,194282276
1845,83758687
1846,15702351
1847,238282687
1848,171375833
1849,38990345
1850,188142305
1851,106101617
1852,45094639
1853,87341384
1854,170944796
1855,148831715
1856,144114673
1857,213737989
1858,294848255
1859,219361406
1860,252166407
1861,87686595
1862,181700777
1863,188092362
1864,208073859
1865,301506413
1866,121615038
1867,141918894
1868,120106834
1869,122188548
1870,81556495
1871,295759540
1872,113260911
1873,24204083
1874,28443095
1875,177537876
1876,95362226
1877,251241445
1878,49688948
1879,183486202
1880,95562622
1881,297278471
1882,283636252
1883,168641975
1884,200035911
1885,302396512
1886,201777630
1887,225655173
1888,237784559
1889,77924328
1890,150144638
1891,151960085
1892,301274389
1893,77124916
1894,121900241
1895,161632739
1896,179404476
1897,2259650
1898,234749963
1899,276101850
1900,192997918
1901,51766884
1902,141571751
1903,192186232
1904,234299035
1905,279487658
1906,84432612
1907,121080515
1908,54992167
1909,282755920
1910,161919513
1911,59115473
1912,308440565
1913,231456970
1914,203172944
1915,133237267
1916,225434610
1917,92091548
1918,60296891
1919,261199100
1920,200913780
1921,292652586
1922,183235801
1923,129928069
1924,269759752
1925,239926593
1926,111313670
1927,225829163
1928,104543500
1929,109669093
1930,282945740
1931,103690917
1932,204480360
1933,99704390
1934,234684541
1935,256992469
1936,277741936
1937,181693930
1938,131296919
1939,303077093
1940,13227113
1941,239544929
1942,170650631
1943,233424343
1944,46172640
1945,6820462
1946,200035884
1947,130133036
1948,237475162
1949,130993597
1950,173114158
1951,259587307
1952,142065874
1953,240697615
1954,136791084
1955,242988245
1956,232037254
1957,189417273
1958,97303314
1959,213655302
1960,116038263
1961,284897982
1962,30452777
1963,203572706
1964,9180659
1965,33214968
1966,283840654
1967,196886916
1968,282529842
1969,238411966
1970,230161291
1971,2531540
1972,185710844
1973,302665101
1974,141160698
1975,46542904
1976,287848624
1977,224988881
1978,98951804
1979,131539267
1980,232662797
1981,242267002
1982,239816635
1983,71574303
1984,145508370
1985,187478430
1986,85526871
1987,185412742
1988,169577811
1989,189813843
1990,127461395
1991,77864647
1992,1423371
1993,159677499
1994,139015518
1995,84236369
1996,66308898
1997,49312497
1998,263385816
1999,125108218
2000,285664668
2001,97006419
2002,146567789
2003,288787646
2004,192105970
2005,106986812
2006,71632904
2007,78071174
2008,214933922
2009,182883046
2010,248076396
2011,220217607
2012,260455932
2013,240835613
2014,114751336
2015,213610494
2016,196274659
2017,87909217
2018,83355221
2019,82112070
2020,148833344
2021,231060378
2022,201506696
2023,198782797
2024,86997363
2025,52093628
2026,102154135
2027,71132696
2028,256212075
2029,217099682
2030,226928441
2031,207468782
2032,201696785
2033,71390526
2034,199745733
2035,242632396
2036,210525366
2037,231443162
2038,186969279
2039,52217458
2040,95461199
2041,135179790
2042,48792936
2043,94161846
2044,295138491
2045,58907890
2046,191421015
2047,241891753
2048,163669475
2049,166318971
2050,206248602
2051,27100840
2052,101248210
2053,61614735
2054,111130695
2055,227490126
2056,75273484
2057,186645930
2058,110708539
2059,214988530
2060,152375240
2061,206178043
2062,199344685
2063,249480968
2064,162894458
2065,133407060
2066,34556248
2067,40754921
2068,162787304
2069,171580979
2070,214784227
2071,145646661
2072,114416197
2073,218110241
2074,123435296
2075,108512521
2076,181453879
2077,59103567
2078,307886547
2079,272542868
2080,59107320
2081,187817597
2082,176929122
2083,297340723
2084,234190577
2085,233408698
2086,138960345
2087,67083031
2088,105782521
2089,288916596
2090,244293895
2091,240671554
2092,242866088
2093,274308276
2094,294155812
2095,228733650
2096,148162764
2097,150282867
2098,298446224
2099,120420435
2100,233407123
2101,14717252
2102,245052241
2103,236078667
2104,72907554
2105,116450986
2106,208433111
2107,282464648
2108,260265776
2109,78369082
2110,101602586
2111,176709931
2112,182961604
2113,245583676
2114,175223006
2115,202287486
2116,112907304
2117,166598655
2118,21557528
2119,207860755
2120,33904278
2121,138010203
2122,232959254
2123,186078229
2124,208747788
2125,89422440
2126,210975085
2127,10869571
2128,209820105
2129,180612782
2130,308695132
2131,95918472
2132,221161433
2133,164473026
2134,100728962
2135,205204457
2136,147114426
2137,22673724
2138,147079200
2139,202239376
