user_id,game_name,rate
11373749,The Secret of Monkey Island Special Edition,2
11373749,Kingdoms of Amalur Reckoning,2
11373749,"Cook, Serve, Delicious!",2
11373749,Deponia The Complete Journey,2
11373749,Game Dev Tycoon,2
11373749,Prison Architect,2
11373749,Bastion,2
11373749,Call of Duty Modern Warfare 2,2
11373749,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,2
11373749,DiRT 2,2
11373749,Worms Clan Wars,2
11373749,Ghostbusters The Video Game,2
11373749,Monkey Island 2 Special Edition,2
11373749,Vessel,2
11373749,Dishonored,2
11373749,4 Elements,2
11373749,Cryostasis,2
11373749,The Ball,2
11373749,TrackMania Stadium,2
11373749,Aura Fate of the Ages,2
11373749,Cave Story+,2
11373749,Scribblenauts Unlimited,2
11373749,Eets,2
11373749,Trials 2 Second Edition,2
11373749,Grim Legends The Forsaken Bride,2
11373749,Call of Duty Modern Warfare 2 - Multiplayer,2
11373749,Machinarium,2
11373749,Call of Duty Black Ops,2
11373749,Nightmares from the Deep 2 The Siren`s Call,2
11373749,Banished,2
11373749,Lara Croft and the Guardian of Light,2
11373749,Antichamber,2
11373749,Goat Simulator,2
11373749,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,2
11373749,The Jackbox Party Pack,2
11373749,Abyss The Wraiths of Eden,2
11373749,Anodyne,2
11373749,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,2
11373749,Penumbra Overture,2
11373749,Singularity,2
11373749,Osmos,2
11373749,The Maw,2
11373749,Psychonauts,2
11373749,Poker Night at the Inventory,2
11373749,Penumbra Black Plague,2
11373749,Sinister City,2
11373749,Puzzle Agent,2
11373749,S.T.A.L.K.E.R. Shadow of Chernobyl,2
11373749,Counter-Strike Global Offensive,2
11373749,Cargo! - The quest for gravity,2
11373749,Rocketbirds Hardboiled Chicken,2
11373749,Atom Zombie Smasher ,2
11373749,Nightmares from the Deep The Cursed Heart,2
11373749,"Papers, Please",2
11373749,Insanely Twisted Shadow Planet,2
11373749,Surgeon Simulator,1
11373749,Cities Skylines,1
11373749,Alchemy Mysteries Prague Legends,1
11373749,Clockwork Tales Of Glass and Ink,1
11373749,CID The Dummy,1
11373749,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,1
11373749,Portal,1
11373749,Puzzle Agent 2,1
11373749,Torchlight II,1
11373749,9 Clues The Secret of Serpent Creek,1
11373749,The Tiny Bang Story,1
11373749,Braid,1
11373749,VVVVVV,1
11373749,And Yet It Moves,1
11373749,Broken Age,1
11373749,Wallace & Gromit Ep 1 Fright of the Bumblebees,1
11373749,Shoppe Keep,1
11373749,Gone Home,1
11373749,Windosill,1
11373749,Plants vs. Zombies Game of the Year,1
11373749,Sam & Max 105 Reality 2.0,1
11373749,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,1
11373749,ibb & obb,1
11373749,Botanicula,1
11373749,Monaco,1
11373749,Obulis,1
11373749,Nidhogg,1
11373749,Sam & Max 106 Bright Side of the Moon,1
11373749,Alien Swarm,1
11373749,Chime,1
11373749,RollerCoaster Tycoon 3 Platinum!,1
11373749,Sam & Max 101 Culture Shock,1
11373749,Sam & Max 104 Abe Lincoln Must Die!,1
11373749,"Ben There, Dan That!",1
11373749,Hector Ep 1,1
11373749,Resident Evil 5 / Biohazard 5,1
11373749,Dungeon Defenders,1
11373749,The Wolf Among Us,1
11373749,Fate of the World,1
11373749,State of Decay,1
11373749,Dota 2,1
11373749,Contagion,1
11373749,Shatter,1
11373749,World of Goo,1
11373749,Toki Tori,1
11373749,The Beginner's Guide,1
11373749,Octodad Dadliest Catch,1
11373749,TRAUMA,1
11373749,Trials Evolution Gold Edition,1
11373749,Half-Life,1
11373749,"Sam & Max 103 The Mole, the Mob and the Meatball",1
11373749,Penumbra Requiem,1
11373749,Spectraball,1
11373749,Plain Sight,1
11373749,The Cave,1
11373749,Crayon Physics Deluxe,1
11373749,Sonic & All-Stars Racing Transformed,1
11373749,Just Cause 2 Multiplayer Mod,1
11373749,Garry's Mod,1
11373749,Blocks That Matter,1
11373749,"Time Gentlemen, Please!",1
11373749,Trine 2,1
11373749,F.E.A.R. 2 Project Origin,1
11373749,Dark Souls Prepare to Die Edition,1
11373749,Blur,1
11373749,YOU DON'T KNOW JACK Vol. 1 XL,1
11373749,Unturned,1
11373749,Port of Call,1
11373749,Magicka,1
11373749,The Stanley Parable,1
11373749,Sam & Max 102 Situation Comedy,1
11373749,LEGO Worlds,1
11373749,Zeno Clash,1
11373749,FORCED,1
11373749,Hydrophobia Prophecy,1
11373749,Gravilon,1
11373749,The Longest Journey,1
11373749,Shadow Puppeteer,1
11373749,The Path - Prologue,1
11373749,The Misadventures of P.B. Winterbottom,1
11373749,Vertiginous Golf,1
11373749,Counter-Strike Source,1
11373749,BattleBlock Theater,1
11373749,EDGE,1
11373749,Shank 2,1
11373749,Jolly Rover,1
11373749,Fallout New Vegas,1
11373749,Team Fortress Classic,1
11373749,Orcs Must Die!,1
11373749,Tomb Raider I,1
11373749,RUSH,1
11373749,Sid Meier's Civilization IV,1
140293612,Dota 2,5
38763767,Counter-Strike,1
126656629,Dota 2,1
109278470,Counter-Strike Global Offensive,5
109278470,Half-Life 2 Episode Two,1
109278470,Team Fortress 2,1
92842632,Team Fortress 2,4
92842632,Dungeon Defenders,3
92842632,Chivalry Medieval Warfare,2
103973922,Empire Total War,5
103973922,Napoleon Total War,1
111479516,Dota 2,5
64350600,Counter-Strike,5
64350600,Heroes & Generals,3
64350600,Unturned,2
64350600,Left 4 Dead 2,2
64350600,La Tale,2
64350600,Dota 2,1
64350600,Endless Sky,1
64350600,Amazing World,1
64350600,Hazard Ops,1
64350600,Codename CURE,1
64350600,Blacklight Retribution,1
64350600,Arma 2,1
64350600,Quake Live,1
93085014,R.U.S.E,5
93085014,Total War ROME II - Emperor Edition,4
93085014,Star Wars - Battlefront II,2
93085014,Stronghold 3,1
92173524,Starpoint Gemini 2,1
92173524,Torchlight II,1
92173524,Dungeon Defenders,1
124884511,Dota 2,5
124884511,Unturned,1
2428602,Dota 2,5
2428602,Counter-Strike,1
99609673,Team Fortress 2,1
63276972,Prison Architect,5
63276972,Don't Starve,5
63276972,Sid Meier's Civilization V,5
63276972,Banished,5
63276972,Cities Skylines,5
63276972,Democracy 3,3
63276972,Rust,2
63276972,This War of Mine,2
63276972,Tropico 5,2
63276972,AdVenture Capitalist,2
63276972,Left 4 Dead 2,1
63276972,Half-Life 2,1
63276972,Surgeon Simulator,1
63276972,"Papers, Please",1
63276972,Portal,1
63276972,Life Is Strange,1
87445402,Fallout 4,5
87445402,Risen 2 - Dark Waters,4
87445402,Hitman Absolution,3
87445402,Killing Floor 2,1
87445402,Spooky's House of Jump Scares,1
107948398,"Warhammer 40,000 Dawn of War  Dark Crusade",5
107948398,Age of Empires III Complete Collection,5
107948398,"Warhammer 40,000 Space Marine",5
84668956,Team Fortress 2,1
94088853,The Elder Scrolls V Skyrim,5
94088853,Sid Meier's Civilization V,5
94088853,Banished,5
94088853,Far Cry 3,4
94088853,Age of Empires II HD Edition,4
94088853,RollerCoaster Tycoon 3 Platinum!,4
94088853,Reus,4
94088853,Borderlands 2,3
94088853,Need for Speed Hot Pursuit,3
94088853,DARK SOULS II Scholar of the First Sin,3
94088853,Unturned,3
94088853,Dota 2,3
94088853,Dungeon Defenders,3
94088853,ORION Prelude,2
94088853,The Forest,2
94088853,Terraria,2
94088853,Portal 2,2
94088853,Realm of the Mad God,2
94088853,FINAL FANTASY III,2
94088853,Goat Simulator,2
94088853,Mirror's Edge,2
94088853,Knights of Pen and Paper +1,2
94088853,FINAL FANTASY VII,1
94088853,Super Meat Boy,1
94088853,Dark Souls Prepare to Die Edition,1
94088853,Dead Space,1
94088853,Crysis 2 Maximum Edition,1
106238372,Ys Origin,3
106238372,Mark of the Ninja,2
106238372,Dust An Elysian Tail,1
25941262,Counter-Strike Source,5
25941262,Counter-Strike,1
100519466,Arma 3,5
100519466,Garry's Mod,5
100519466,ARK Survival Evolved,5
100519466,Arma 2 Operation Arrowhead,5
100519466,Saints Row The Third,5
100519466,Space Engineers,5
100519466,Robocraft,5
100519466,Team Fortress 2,5
100519466,Sniper Ghost Warrior,4
100519466,PAYDAY 2,4
100519466,Euro Truck Simulator 2,4
100519466,Farming Simulator 15,3
100519466,Sniper Ghost Warrior 2,3
100519466,BLOCKADE 3D,3
100519466,HAWKEN,3
100519466,Borderlands 2,3
100519466,Portal 2,3
100519466,Dishonored,3
100519466,Rocket League,2
100519466,Dead Island,2
100519466,Rise of Nations Extended Edition,2
100519466,Warframe,2
100519466,Sid Meier's Civilization Beyond Earth,2
100519466,Don't Starve,1
100519466,The Elder Scrolls V Skyrim,1
100519466,PlanetSide 2,1
100519466,Need for Speed SHIFT,1
100519466,War Thunder,1
100519466,APB Reloaded,1
100519466,SpeedRunners,1
100519466,Arma 2,1
100519466,Saints Row IV,1
100519466,Toribash,1
100519466,Tactical Intervention,1
95898619,Counter-Strike Source,5
95898619,Counter-Strike Global Offensive,5
95898619,Hitman 2 Silent Assassin,2
95898619,Counter-Strike Condition Zero,2
95898619,Insurgency Modern Infantry Combat,2
95898619,Dead Island,2
95898619,Counter-Strike,1
69857045,Mafia II,3
99017037,Far Cry 3,5
99017037,Jagged Alliance - Back in Action,5
99017037,Torchlight II,5
30280104,Counter-Strike Source,1
30280104,Half-Life 2 Deathmatch,1
30280104,Dota 2,1
103669953,Portal 2,1
103669953,Kentucky Route Zero,1
103669953,LIMBO,1
76216184,Magic The Gathering - Duels of the Planeswalkers,2
96674283,Commandos 2 Men of Courage,1
130280718,Team Fortress 2,5
130280718,AirMech,3
130280718,Counter-Strike Global Offensive,3
130280718,Garry's Mod,3
130280718,PAYDAY 2,2
130280718,Scribblenauts Unlimited,2
130280718,Dota 2,2
130280718,Unturned,2
130280718,Robocraft,1
130280718,Starbound,1
130280718,Verdun,1
130280718,The Mighty Quest For Epic Loot,1
130280718,ARK Survival Evolved,1
130280718,RaceRoom Racing Experience ,1
130280718,WARMODE,1
108601099,Empire Total War,5
89161051,Gotham City Impostors Free To Play,5
65716118,Call of Duty Modern Warfare 2 - Multiplayer,5
65716118,Counter-Strike Source,5
65716118,Call of Duty Black Ops - Multiplayer,5
65716118,Total War ROME II - Emperor Edition,5
65716118,Counter-Strike Global Offensive,5
65716118,Hitman Absolution,4
65716118,The Elder Scrolls V Skyrim,3
65716118,Alien Swarm,3
65716118,Call of Duty Modern Warfare 2,3
65716118,Call of Duty Black Ops,3
65716118,Hitman Sniper Challenge,2
65716118,Tom Clancy's Rainbow Six 3 Gold Edition,2
65716118,Rome Total War,2
65716118,Napoleon Total War,1
65716118,Arma 3,1
65716118,Sniper Ghost Warrior,1
65716118,Half-Life 2 Deathmatch,1
65716118,Rome Total War - Alexander,1
65716118,Half-Life 2 Lost Coast,1
65716118,Besiege,1
65716118,Day of Defeat Source,1
144004666,Dota 2,1
98152188,The Elder Scrolls V Skyrim,5
75228114,Call of Duty Black Ops - Multiplayer,5
75228114,Call of Duty Black Ops,2
143693450,Dota 2,1
39446138,Portal 2,3
39446138,LIMBO,1
39446138,Goat Simulator,1
39446138,Braid,1
81743539,Endless Space,2
81743539,Team Fortress 2,1
81743539,Half-Life,1
81743539,Portal,1
81743539,Call of Duty Black Ops,1
88919723,Football Manager 2011,4
88585138,Portal,1
88585138,Team Fortress 2,1
24932641,Half-Life 2,2
24932641,Half-Life Source,1
71082079,Sid Meier's Civilization IV,5
71082079,The Elder Scrolls V Skyrim,4
71082079,Stronghold HD,1
71082079,The Lord of the Rings Online,1
64315060,Alien Swarm,1
25096601,Dota 2,5
25096601,Sid Meier's Civilization V,5
25096601,The Elder Scrolls V Skyrim,5
25096601,The Binding of Isaac Rebirth,4
25096601,Fallout New Vegas,3
25096601,Recettear An Item Shop's Tale,3
25096601,Hotline Miami,3
25096601,Sid Meier's Civilization Beyond Earth,2
25096601,Counter-Strike Global Offensive,2
25096601,Metro Last Light Redux,2
25096601,The Forest,2
25096601,Rust,2
25096601,Metro 2033 Redux,2
25096601,BioShock Infinite,2
25096601,"Papers, Please",2
25096601,Half-Life 2,2
25096601,Counter-Strike Source,1
25096601,Portal 2,1
25096601,Tom Clancy's Splinter Cell Blacklist,1
25096601,Oddworld Abe's Exoddus,1
25096601,Far Cry 3,1
25096601,Team Fortress 2,1
25096601,Fallout 4,1
25096601,Surgeon Simulator,1
25096601,Dust An Elysian Tail,1
25096601,Nosgoth,1
25096601,The Ship,1
25096601,"Warhammer 40,000 Dawn of War II",1
25096601,Crusader Kings II,1
25096601,Max Payne 3,1
25096601,The Witcher 2 Assassins of Kings Enhanced Edition,1
25096601,FreeStyle2 Street Basketball,1
25096601,Dirty Bomb,1
25096601,Chivalry Medieval Warfare,1
25096601,Batman Arkham Origins,1
25096601,Left 4 Dead 2,1
25096601,Saints Row The Third,1
25096601,Shovel Knight,1
25096601,Red Faction Armageddon,1
25096601,Company of Heroes,1
25096601,Hotline Miami 2 Wrong Number,1
25096601,Broken Sword 3 - the Sleeping Dragon,1
25096601,The Last Remnant,1
25096601,Resident Evil Revelations 2 / Biohazard Revelations 2,1
25096601,Death Skid Marks,1
25096601,Oceanhorn Monster of Uncharted Seas,1
25096601,FINAL FANTASY VII,1
25096601,The Vanishing of Ethan Carter,1
25096601,This War of Mine,1
25096601,Road Redemption,1
25096601,Styx Master of Shadows,1
25096601,The Evil Within,1
25096601,Half-Life 2 Episode Two,1
120377800,Serious Sam HD The Second Encounter,4
88735140,Magicka,1
115003799,Dota 2,1
112590296,Dota 2,1
62654923,Call of Duty Modern Warfare 3 - Multiplayer,5
62654923,Call of Duty Black Ops,5
62654923,Call of Duty Modern Warfare 2,5
62654923,Call of Duty Modern Warfare 3,5
62654923,Call of Duty Black Ops - Multiplayer,5
62654923,Call of Duty Advanced Warfare,2
62654923,Star Wars The Force Unleashed Ultimate Sith Edition,2
62654923,Call of Duty Advanced Warfare - Multiplayer,1
62654923,Call of Duty Modern Warfare 2 - Multiplayer,1
62654923,Portal,1
62654923,Aliens vs. Predator,1
56256991,Dota 2,5
56256991,Call of Duty Black Ops - Multiplayer,5
56256991,Call of Duty Black Ops,5
56256991,Call of Duty Ghosts,2
56256991,Counter-Strike Global Offensive,1
86338111,Team Fortress 2,5
86338111,Sid Meier's Civilization V,5
86338111,Garry's Mod,5
86338111,Don't Starve,4
86338111,HuniePop,4
86338111,Left 4 Dead 2,4
86338111,Amnesia The Dark Descent,4
86338111,Killing Floor,3
86338111,Unturned,3
86338111,7 Days to Die,3
86338111,The Walking Dead,3
86338111,Grand Theft Auto San Andreas,3
86338111,Plants vs. Zombies Game of the Year,2
86338111,The Wolf Among Us,2
86338111,The Walking Dead Season Two,2
86338111,Realm of the Mad God,2
86338111,Starbound,2
86338111,Surgeon Simulator,2
86338111,Portal 2,2
86338111,Poker Night 2,1
86338111,Gone Home,1
86338111,Castle Crashers,1
86338111,Rabbit Hole 3D Steam Edition,1
86338111,Game Dev Tycoon,1
86338111,Poker Night at the Inventory,1
86338111,Arma 2 Operation Arrowhead,1
86338111,Half-Life 2,1
86338111,The Basement Collection,1
86338111,Arma 2,1
86338111,Only If,1
86338111,Haunted Memories,1
83978676,Team Fortress 2,1
82235763,Homefront,2
112994491,Half-Life 2,5
112994491,Team Fortress 2,4
112994491,The Walking Dead,3
112994491,Half-Life 2 Episode Two,3
112994491,Half-Life 2 Episode One,2
112994491,Left 4 Dead 2,1
112994491,Counter-Strike Condition Zero,1
112994491,Left 4 Dead,1
112994491,Counter-Strike,1
85614332,Team Fortress 2,5
77870593,Sid Meier's Civilization V,5
77870593,Napoleon Total War,5
77870593,Rome Total War,5
77870593,Medieval II Total War,5
77870593,Men of War,5
77870593,Rome Total War - Alexander,5
77870593,Medieval II Total War Kingdoms,5
77870593,Empire Total War,5
77870593,Sniper Elite V2,3
77870593,Men of War Vietnam,3
77870593,Wargame European Escalation,3
77870593,Men of War Condemned Heroes,2
77870593,Toy Soldiers,1
77870593,Men of War Assault Squad,1
43804972,Sid Meier's Civilization V,5
32498610,Counter-Strike Global Offensive,5
32498610,Counter-Strike,5
32498610,Team Fortress 2,5
32498610,Left 4 Dead 2,3
32498610,Vindictus,2
32498610,Archeblade,1
32498610,Creativerse,1
32498610,Counter-Strike Source,1
32498610,Dota 2,1
32498610,Warframe,1
53079481,Speedball 2 Tournament,1
65958466,Dota 2,5
65958466,Mass Effect,5
65958466,Dragon Age Origins - Ultimate Edition,5
65958466,Fallout 4,5
65958466,Mass Effect 2,5
65958466,Fable - The Lost Chapters,5
65958466,DayZ,5
65958466,Killing Floor,5
65958466,The Elder Scrolls V Skyrim,5
65958466,Elite Dangerous,5
65958466,Chivalry Medieval Warfare,5
65958466,Sins of a Solar Empire Rebellion,5
65958466,Far Cry 3,5
65958466,Darksiders II,5
65958466,Warframe,5
65958466,Age of Empires II HD Edition,4
65958466,Batman Arkham Asylum GOTY Edition,4
65958466,Team Fortress 2,4
65958466,Deus Ex Human Revolution,4
65958466,The Binding of Isaac,4
65958466,STAR WARS Knights of the Old Republic II The Sith Lords,4
65958466,Fallout New Vegas,4
65958466,Far Cry 4,4
65958466,Crusader Kings II,4
65958466,Assassin's Creed II,3
65958466,Risk of Rain,3
65958466,Darksiders,3
65958466,Mirror's Edge,3
65958466,Dark Souls Prepare to Die Edition,3
65958466,Wasteland 2,3
65958466,Endless Space,3
65958466,Garry's Mod,3
65958466,Portal,3
65958466,FTL Faster Than Light,3
65958466,Metro 2033,3
65958466,Europa Universalis IV,3
65958466,The Banner Saga,3
65958466,Guns of Icarus Online,3
65958466,Batman Arkham City,3
65958466,Half-Life 2,2
65958466,Magicite,2
65958466,Don't Starve Together Beta,2
65958466,Terraria,2
65958466,Hotline Miami,2
65958466,"Warhammer 40,000 Space Marine",2
65958466,Fallout,2
65958466,Spec Ops The Line,2
65958466,System Shock 2,2
65958466,Dominions 4,2
65958466,Dishonored,2
65958466,Magicka,2
65958466,Stronghold HD,2
65958466,Crypt of the NecroDancer,2
65958466,God Mode,2
65958466,Age of Mythology Extended Edition,2
65958466,Metro Last Light Redux,2
65958466,Counter-Strike Global Offensive,2
65958466,Killing Floor 2,2
65958466,Dead Space,2
65958466,Shadowrun Dragonfall - Director's Cut,2
65958466,BioShock 2,1
65958466,Divinity II Developer's Cut,1
65958466,Stronghold Crusader HD,1
65958466,Sid Meier's Civilization V,1
65958466,Cities XL Platinum,1
65958466,Red Faction Guerrilla Steam Edition,1
65958466,Company of Heroes,1
65958466,SOMA,1
65958466,Contagion,1
65958466,Retrovirus,1
65958466,Hammerwatch,1
65958466,RAW - Realms of Ancient War,1
65958466,LIMBO,1
65958466,Evochron Mercenary,1
65958466,DOOM 3 BFG Edition,1
65958466,Nidhogg,1
65958466,Don't Starve,1
65958466,Star Wars Knights of the Old Republic,1
65958466,Monaco,1
65958466,The Ship,1
65958466,"Warhammer 40,000 Dawn of War  Dark Crusade",1
65958466,Little Inferno,1
65958466,Unturned,1
65958466,Saints Row The Third,1
65958466,Dear Esther,1
65958466,Fallout 2,1
65958466,Castle Crashers,1
65958466,Fallout Tactics,1
65958466,Of Orcs And Men,1
65958466,Tomb Raider,1
65958466,Confrontation,1
65958466,Total War SHOGUN 2,1
65958466,Alien Swarm,1
65958466,Stronghold 2,1
65958466,Game of Thrones ,1
65958466,Star Wars - Jedi Knight II Jedi Outcast,1
65958466,Blood Bowl Legendary Edition,1
77905942,The Elder Scrolls V Skyrim,5
77905942,Dragon Age Origins - Ultimate Edition,5
77905942,Sid Meier's Civilization V,5
77905942,Bastion,3
77905942,Costume Quest,1
134590374,Dota 2,5
43908860,Call of Duty Modern Warfare 2 - Multiplayer,5
43908860,Call of Duty Modern Warfare 3 - Multiplayer,5
43908860,Call of Duty Black Ops - Multiplayer,5
43908860,Call of Duty Modern Warfare 2,5
43908860,Portal,5
43908860,Far Cry 3,3
43908860,Call of Duty Modern Warfare 3,3
43908860,Portal 2,3
43908860,Call of Duty Black Ops,3
43908860,Half-Life 2 Episode Two,3
43908860,Half-Life 2 Episode One,2
43908860,AdVenture Capitalist,2
43908860,Half-Life 2,1
43908860,Team Fortress 2,1
43908860,Half-Life 2 Lost Coast,1
43908860,The Stanley Parable,1
105796956,Team Fortress 2,5
87821312,Counter-Strike,5
87821312,Counter-Strike Global Offensive,1
130950166,Dota 2,1
23718710,Counter-Strike,1
126602285,Serious Sam HD The Second Encounter,1
95440541,Call of Duty Modern Warfare 3 - Multiplayer,5
95440541,Call of Duty Modern Warfare 3,4
95440541,R.U.S.E,2
95440541,Team Fortress 2,2
58117481,Counter-Strike Source,5
135879753,Counter-Strike Global Offensive,5
135879753,Call of Duty Black Ops II - Multiplayer,4
135879753,theHunter,4
135879753,Call of Duty 4 Modern Warfare,3
135879753,Half-Life 2,3
135879753,Insurgency,3
135879753,Deus Ex Human Revolution,2
135879753,Half-Life 2 Episode One,2
135879753,Call of Duty Black Ops II,1
135879753,DayZ,1
135879753,Assassin's Creed,1
135879753,Half-Life Deathmatch Source,1
135879753,Counter-Strike Condition Zero,1
135879753,Team Fortress Classic,1
135879753,Half-Life 2 Deathmatch,1
135879753,Call of Duty World at War,1
135879753,Counter-Strike,1
135879753,Half-Life Opposing Force,1
128831281,Dota 2,5
110879737,Star Trek D-A-C,1
58192081,Call of Duty Modern Warfare 2,2
23883383,Counter-Strike Source,5
23883383,Half-Life 2 Deathmatch,1
23883383,Alien Swarm,1
23883383,Day of Defeat Source,1
23883383,Team Fortress 2,1
111343998,"Warhammer 40,000 Dawn of War II",1
49350285,Counter-Strike Source,5
49350285,Left 4 Dead 2,5
49350285,Left 4 Dead,5
49350285,Dead Island,4
49350285,Portal 2,3
49350285,Tomb Raider,3
49350285,Metro 2033,2
49350285,Portal,2
49350285,Amnesia A Machine for Pigs,1
49350285,Alan Wake,1
49350285,Darksiders,1
49350285,Day of Defeat Source,1
49350285,Team Fortress 2,1
49350285,Codename CURE,1
49350285,Enclave,1
49350285,Half-Life 2 Deathmatch,1
60217594,Counter-Strike,5
60217594,Counter-Strike Global Offensive,5
60217594,Clicker Heroes,5
60217594,Gems of War,5
60217594,Counter-Strike Nexon Zombies,3
60217594,Dota 2,3
60217594,AdVenture Capitalist,3
60217594,Burnout Paradise The Ultimate Box,3
60217594,Sniper Elite V2,2
60217594,S.K.I.L.L. - Special Force 2,2
60217594,Path of Exile,2
60217594,Sniper Ghost Warrior 2,2
60217594,12 Labours of Hercules,2
60217594,9 Clues 2 The Ward,2
60217594,The Darkness II,1
60217594,Dishonored,1
60217594,Team Fortress 2,1
60217594,Strife,1
60217594,9 Clues The Secret of Serpent Creek,1
60217594,Frankenstein Master of Death,1
60217594,War Inc. Battlezone,1
60217594,Left 4 Dead 2,1
60217594,Fallout New Vegas,1
60217594,Far Cry 2,1
60217594,Warface,1
60217594,Sakura Clicker,1
60217594,Nikopol Secrets of the Immortals,1
60217594,Anomaly Warzone Earth,1
60217594,Lead and Gold - Gangs of the Wild West,1
60217594,Teddy Floppy Ear - The Race,1
60217594,Curse The Eye of Isis,1
113045977,Dota 2,1
85643975,Stronghold Kingdoms,5
85643975,Team Fortress 2,2
85643975,Half-Life 2 Episode Two,1
85643975,Half-Life 2,1
85643975,Half-Life 2 Episode One,1
85643975,Portal,1
85643975,Half-Life 2 Lost Coast,1
85643975,Left 4 Dead 2,1
88296152,Sniper Ghost Warrior,1
88296152,Rising Storm/Red Orchestra 2 Multiplayer,1
88296152,Dead Island,1
88296152,Magicka,1
88296152,Company of Heroes Tales of Valor,1
127706455,Team Fortress 2,2
117129725,Left 4 Dead 2,1
87879009,Counter-Strike,5
87879009,Counter-Strike Global Offensive,5
87879009,Counter-Strike Condition Zero,5
87879009,Counter-Strike Condition Zero Deleted Scenes,2
91800733,Fallout 4,5
91800733,Call of Duty Modern Warfare 3,3
91800733,Call of Duty Black Ops II,2
91800733,Left 4 Dead 2,2
91800733,Call of Duty Modern Warfare 3 - Multiplayer,2
91800733,DayZ,1
91800733,Call of Duty Black Ops II - Multiplayer,1
91800733,Call of Duty Black Ops II - Zombies,1
